"Tenean Beach, Dorchester: Bacterial Water Quality",,,,,
,,,,Middle,
"July 30, 2023",0,3.07,3.07,,2600
"July 29, 2023",3.07,3.07,3.3,,63
"July 28, 2023",0,0.23,0.23,,92
"July 27, 2023",0.23,0.23,1.11,,28
"July 26, 2023",0,0.88,0.88,,5170
"July 25, 2023",0.88,0.88,0.88,,281
"July 24, 2023",0,0,0,,10
"July 23, 2023",0,0,1.98,,31
"July 22, 2023",0,1.98,1.98,,3280
"July 21, 2023",1.98,1.98,1.98,,129
"July 20, 2023",0,0,0,,25
"July 19, 2023",0,0,0,,386
"July 18, 2023",0,0,1.6,,10
"July 17, 2023",0,1.6,1.6,,609
"July 16, 2023",1.6,1.6,1.72,,41
"July 15, 2023",0,0.12,0.18,<,10
"July 14, 2023",0.12,0.18,0.18,,44
"July 13, 2023",0.06,0.06,0.06,,10
"July 12, 2023",0,0,0.71,<,10
"July 11, 2023",0,0.71,0.71,,31
"July 10, 2023",0.71,0.71,0.71,,51
"July 9, 2023",0,0,0,,10
"July 8, 2023",0,0,0,,10
"July 7, 2023",0,0,0,,27
"July 6, 2023",0,0,0.47,,29
"July 5, 2023",0,0.47,1.46,,110
"July 4, 2023",0.47,1.46,1.78,,298
"July 3, 2023",0.99,1.31,1.31,,2280
"July 2, 2023",0.32,0.32,0.32,,10
"July 1, 2023",0,0,0,<,10
"June 30, 2023",0,0,0.53,<,2
"June 29, 2023",0,0.53,1.08,,27
"June 28, 2023",0.53,1.08,1.08,,10
"June 27, 2023",0.55,0.55,0.57,,10
"June 26, 2023",0,0.02,0.07,<,10
"June 25, 2023",0.02,0.07,0.07,<,10
"June 24, 2023",0.05,0.05,0.05,,10
"June 23, 2023",0,0,0,,24
"June 22, 2023",0,0,0,,27
"June 21, 2023",0,0,0,,10
"June 20, 2023",0,0,0.04,<,10
"June 19, 2023",0,0.04,0.81,,400
"June 12, 2023",0.34,0.34,0.68,,62
"June 5, 2023",0.07,0.17,0.25,,1200
"September 4, 2022",0,0,0,<,10
"September 3, 2022",0,0,0,<,10
"September 2, 2022",0,0,0.33,,21
"September 1, 2022",0,0.33,0.33,,13
"August 31, 2022",0.33,0.33,0.33,,6130
"August 30, 2022",0,0,0,,74
"August 29, 2022",0,0,0,,10
"August 28, 2022",0,0,0.41,,74
"August 27, 2022",0,0.41,0.41,,884
"August 26, 2022",0.41,0.41,0.41,,2
"August 25, 2022",0,0,0.02,,8
"August 24, 2022",0,0.02,0.46,<,10
"August 23, 2022",0.02,0.46,0.46,<,10
"August 22, 2022",0.44,0.44,0.44,<,10
"August 21, 2022",0,0,0,<,10
"August 20, 2022",0,0,0,<,10
"August 19, 2022",0,0,0.01,,44
"August 18, 2022",0,0.01,0.01,,12
"August 17, 2022",0.01,0.01,0.01,,20
"August 16, 2022",0,0,0,,86
"August 15, 2022",0,0,0,,10
"August 14, 2022",0,0,0,<,10
"August 13, 2022",0,0,0,,20
"August 12, 2022",0,0,0,,70
"August 11, 2022",0,0,0.14,,285
"August 10, 2022",0,0.14,0.14,,20
"August 9, 2022",0.14,0.14,0.17,,10
"August 8, 2022",0,0.03,0.03,<,10
"August 7, 2022",0.03,0.03,0.11,,240
"August 6, 2022",0,0.08,0.08,,120
"August 5, 2022",0.08,0.08,0.08,,8
"August 4, 2022",0,0,0,,10
"August 3, 2022",0,0,0.01,,63
"August 2, 2022",0,0.01,0.01,,52
"August 1, 2022",0.01,0.01,0.01,<,10
"July 31, 2022",0,0,0,<,10
"July 30, 2022",0,0,0.04,<,10
"July 29, 2022",0,0.04,0.04,,3
"July 28, 2022",0.04,0.04,0.04,,8
"July 27, 2022",0,0,0,<,10
"July 26, 2022",0,0,0,<,10
"July 25, 2022",0,0,0,,20
"July 24, 2022",0,0,0,,10
"July 23, 2022",0,0,0,,10
"July 22, 2022",0,0,0,,22
"July 21, 2022",0,0,0.02,,8
"July 20, 2022",0,0.02,0.17,,20
"July 19, 2022",0.02,0.17,0.17,,576
"July 18, 2022",0.15,0.15,0.15,<,10
"July 17, 2022",0,0,0,,20
"July 16, 2022",0,0,0.16,,41
"July 15, 2022",0,0.16,0.16,,41
"July 14, 2022",0.16,0.16,0.17,,10
"July 13, 2022",0,0.01,0.01,,52
"July 12, 2022",0.01,0.01,0.01,<,10
"July 11, 2022",0,0,0,,31
"July 10, 2022",0,0,0,<,10
"July 9, 2022",0,0,0,<,10
"July 8, 2022",0,0,0.01,<,2
"July 7, 2022",0,0.01,0.05,,125
"July 6, 2022",0.01,0.05,0.05,,10
"July 5, 2022",0.04,0.04,0.04,,31
"July 4, 2022",0,0,0.19,<,10
"July 3, 2022",0,0.19,0.19,,52
"July 2, 2022",0.19,0.19,0.19,,195
"July 1, 2022",0,0,0,,2
"June 30, 2022",0,0,0,,32
"June 29, 2022",0,0,0.65,,41
"June 28, 2022",0,0.65,0.65,,10
"June 27, 2022",0.65,0.65,0.65,,10
"June 26, 2022",0,0,0,<,10
"June 25, 2022",0,0,0,,10
"June 24, 2022",0,0,0,,2
"June 23, 2022",0,0,0,<,2
"June 22, 2022",0,0,0,,10
"June 21, 2022",0,0,0.31,<,10
"June 20, 2022",0,0.31,0.31,,10
"June 19, 2022",0.31,0.31,0.31,,1210
"June 18, 2022",0,0,0,,85
"June 17, 2022",0,0,0,,4
"June 16, 2022",0,0,0,,60
"June 15, 2022",0,0,0.09,,20
"June 14, 2022",0,0.09,0.09,,21
"June 13, 2022",0.09,0.09,0.09,,41
"June 12, 2022",0,0,0,,10
"June 11, 2022",0,0,0.85,,30
"June 10, 2022",0,0.85,1.08,,22
"June 9, 2022",0.85,1.08,1.08,>,2600
"June 3, 2022",0.01,0.11,0.2,,10
"June 2, 2022",0.1,0.19,0.19,,25
"May 27, 2022",0,0,0,,2
"May 26, 2022",0,0,0,,3
"September 5, 2021",0.05,0.05,0.05,,40
"September 4, 2021",0,0,2.54,,469
"September 3, 2021",0,2.54,4.23,>,2600
"September 1, 2021",1.69,1.69,1.71,,10
"August 31, 2021",0,0.02,0.1,<,10
"August 30, 2021",0.02,0.1,0.17,,52
"August 29, 2021",0.08,0.15,0.15,,41
"August 28, 2021",0.07,0.07,0.07,,98
"August 27, 2021",0,0,0,,106
"August 26, 2021",0,0,0,,59
"August 25, 2021",0,0,1.69,,336
"August 24, 2021",0,1.69,2.45,,3650
"August 21, 2021",0,0.05,1.19,,345
"August 20, 2021",0.05,1.19,1.19,,323
"August 19, 2021",1.14,1.14,1.14,,27
"August 18, 2021",0,0,0,<,10
"August 17, 2021",0,0,0,,10
"August 16, 2021",0,0,0.01,,20
"August 15, 2021",0,0.01,0.01,<,10
"August 14, 2021",0.01,0.01,0.01,<,10
"August 13, 2021",0,0,0,,17
"August 12, 2021",0,0,0.03,,13
"August 11, 2021",0,0.03,1.18,,20
"August 10, 2021",0.03,1.18,1.18,,354
"August 9, 2021",1.15,1.15,1.15,,31
"August 8, 2021",0,0,0,,10
"August 7, 2021",0,0,1.42,<,10
"August 6, 2021",0,1.42,2,,18
"August 5, 2021",1.42,2,2,>,2600
"August 4, 2021",0.58,0.58,0.58,,10
"August 3, 2021",0,0,0,<,10
"August 2, 2021",0,0,0,,10
"August 1, 2021",0,0,0.14,<,10
"July 31, 2021",0,0.14,0.15,,52
"July 30, 2021",0.14,0.15,0.15,,42
"July 29, 2021",0.01,0.01,0.39,,27
"July 28, 2021",0,0.38,0.38,,471
"July 27, 2021",0.38,0.38,0.53,,171
"July 26, 2021",0,0.15,0.15,,259
"July 25, 2021",0.15,0.15,0.15,,63
"July 24, 2021",0,0,0,,31
"July 23, 2021",0,0,0,,8
"July 22, 2021",0,0,0,,68
"July 21, 2021",0,0,0,,132
"July 20, 2021",0,0,0.3,,450
"July 19, 2021",0,0.3,0.47,,1920
"July 18, 2021",0.3,0.47,0.49,,624
"July 17, 2021",0.17,0.19,0.19,,1010
"July 16, 2021",0.02,0.02,0.02,,65
"July 15, 2021",0,0,0.01,,117
"July 14, 2021",0,0.01,1.22,,313
"July 13, 2021",0.01,1.22,1.25,,520
"July 12, 2021",1.21,1.24,1.29,,7270
"July 11, 2021",0.03,0.08,2.12,,932
"July 10, 2021",0.05,2.09,2.39,,1440
"July 8, 2021",0.3,0.33,0.62,,600
"July 7, 2021",0.03,0.32,0.32,,213
"July 6, 2021",0.29,0.29,0.6,,41
"July 5, 2021",0,0.31,1.99,,617
"July 4, 2021",0.31,1.99,3.66,,5480
"July 3, 2021",1.68,3.35,4.63,,2490
"July 2, 2021",1.67,2.95,3.11,>,2600
"July 1, 2021",1.28,1.44,1.44,,19
"June 30, 2021",0.16,0.16,0.16,<,10
"June 29, 2021",0,0,0,<,10
"June 28, 2021",0,0,0,<,10
"June 27, 2021",0,0,0.09,,10
"June 26, 2021",0,0.09,0.09,,52
"June 25, 2021",0.09,0.09,0.09,,8
"June 24, 2021",0,0,0.91,,57
"June 23, 2021",0,0.91,0.91,,565
"June 22, 2021",0.91,0.91,0.91,,31
"June 21, 2021",0,0,0,<,10
"June 20, 2021",0,0,0,<,10
"June 19, 2021",0,0,0,<,10
"June 18, 2021",0,0,0,,2
"June 17, 2021",0,0,0.01,,12
"June 16, 2021",0,0.01,0.54,,23
"June 10, 2021",0,0.05,0.05,,43
"June 3, 2021",0,0,0,,12
"June 1, 2021",0,0.15,0.87,,60
"May 27, 2021",0.01,0.29,0.29,,18
"September 6, 2020",0,0,0,,20
"September 5, 2020",0,0,0.01,,10
"September 4, 2020",0,0.01,0.21,,14
"September 3, 2020",0.01,0.21,0.21,,16
"September 2, 2020",0.2,0.2,0.2,,160
"September 1, 2020",0,0,0,,110
"August 31, 2020",0,0,0.07,,74
"August 30, 2020",0,0.07,0.07,,52
"August 29, 2020",0.07,0.07,0.25,,31
"August 28, 2020",0,0.18,0.18,,83
"August 27, 2020",0.18,0.18,0.18,,41
"August 26, 2020",0,0,0,,52
"August 25, 2020",0,0,1.33,,20
"August 24, 2020",0,1.33,1.33,,160
"August 23, 2020",1.33,1.33,1.33,,41
"August 22, 2020",0,0,0,,97
"August 21, 2020",0,0,0.06,,13
"August 20, 2020",0,0.06,0.22,,354
"August 19, 2020",0.06,0.22,0.3,,41
"August 18, 2020",0.16,0.24,0.4,,30
"August 17, 2020",0.08,0.24,0.24,,122
"August 16, 2020",0.16,0.16,0.16,,41
"August 15, 2020",0,0,0,,30
"August 14, 2020",0,0,0,,19
"August 13, 2020",0,0,0,,73
"August 12, 2020",0,0,0,,31
"August 11, 2020",0,0,0,,663
"August 10, 2020",0,0,0,,96
"August 9, 2020",0,0,0,<,10
"August 8, 2020",0,0,0,,20
"August 7, 2020",0,0,0,,18
"August 6, 2020",0,0,0.17,,723
"August 5, 2020",0,0.17,0.17,,98
"August 4, 2020",0.17,0.17,0.24,,135
"August 3, 2020",0,0.07,0.07,,10
"August 2, 2020",0.07,0.07,0.07,<,10
"August 1, 2020",0,0,0,,63
"July 31, 2020",0,0,0,,24
"July 30, 2020",0,0,0,,4
"July 29, 2020",0,0,0,,10
"July 28, 2020",0,0,0,<,10
"July 27, 2020",0,0,0,,10
"July 26, 2020",0,0,0,,86
"July 25, 2020",0,0,0.57,,96
"July 24, 2020",0,0.57,0.68,>,2600
"July 23, 2020",0.57,0.68,0.68,>,2600
"July 22, 2020",0.11,0.11,0.11,,74
"July 21, 2020",0,0,0,,10
"July 20, 2020",0,0,0,,10
"July 19, 2020",0,0,0.11,,30
"July 18, 2020",0,0.11,0.11,,20
"July 17, 2020",0.11,0.11,0.18,,32
"July 16, 2020",0,0.07,0.69,<,2
"July 15, 2020",0.07,0.69,0.76,,41
"July 14, 2020",0.62,0.69,0.69,,30
"July 13, 2020",0.07,0.07,0.08,<,10
"July 12, 2020",0,0.01,0.01,,20
"July 11, 2020",0.01,0.01,0.01,<,10
"July 10, 2020",0,0,0,,2
"July 9, 2020",0,0,0,,17
"July 8, 2020",0,0,0,,10
"July 7, 2020",0,0,0.11,,240
"July 6, 2020",0,0.11,0.11,,581
"July 5, 2020",0.11,0.11,0.11,,156
"July 4, 2020",0,0,0,,408
"July 3, 2020",0,0,0.07,,338
"July 2, 2020",0,0.07,0.25,,17
"July 1, 2020",0.07,0.25,0.44,,74
"June 30, 2020",0.18,0.37,1.56,,3780
"June 29, 2020",0.19,1.38,1.4,,1610
"June 28, 2020",1.19,1.21,1.21,,10
"June 27, 2020",0.02,0.02,0.02,,20
"June 26, 2020",0,0,0.01,,13
"June 25, 2020",0,0.01,0.01,,121
"June 24, 2020",0.01,0.01,0.01,<,10
"June 23, 2020",0,0,0,,10
"June 22, 2020",0,0,0,,10
"June 21, 2020",0,0,0,<,10
"June 20, 2020",0,0,0,<,10
"June 19, 2020",0,0,0,<,2
"June 18, 2020",0,0,0,,5
"June 11, 2020",0.74,0.74,0.74,,13
"June 4, 2020",0,0.01,0.03,,10
"May 28, 2020",0,0,0,,2
"May 20, 2020",0,0,0,,8
"September 1, 2019",0,0,0,,223
"August 31, 2019",0,0,0.3,,98
"August 30, 2019",0,0.3,0.95,,28
"August 29, 2019",0.3,0.95,0.95,,1100
"August 28, 2019",0.65,0.65,0.65,,52
"August 27, 2019",0,0,0,,86
"August 26, 2019",0,0,0,,52
"August 25, 2019",0,0,0,,41
"August 24, 2019",0,0,0,,122
"August 23, 2019",0,0,0.08,,62
"August 22, 2019",0,0.08,0.08,,14
"August 21, 2019",0.08,0.08,0.09,,10
"August 20, 2019",0,0.01,0.17,,74
"August 19, 2019",0.01,0.17,0.17,,30
"August 18, 2019",0.16,0.16,0.16,,52
"August 17, 2019",0,0,0,,31
"August 16, 2019",0,0,0,,10
"August 15, 2019",0,0,0,,97
"August 14, 2019",0,0,0,,993
"August 13, 2019",0,0,0,,243
"August 12, 2019",0,0,0,,10
"August 11, 2019",0,0,0,,410
"August 10, 2019",0,0,0.38,,495
"August 9, 2019",0,0.38,2.28,,49
"August 8, 2019",0.38,2.28,2.28,,103
"August 7, 2019",1.9,1.9,1.9,,41
"August 6, 2019",0,0,0,,20
"August 5, 2019",0,0,0,,369
"August 4, 2019",0,0,0,,10
"August 3, 2019",0,0,0,,6
"August 2, 2019",0,0,1.25,,12
"August 1, 2019",0,1.25,1.25,,37
"July 31, 2019",1.25,1.25,1.26,,20
"July 30, 2019",0,0.01,0.01,<,10
"July 29, 2019",0.01,0.01,0.01,,31
"July 28, 2019",0,0,0,,20
"July 27, 2019",0,0,0,<,10
"July 26, 2019",0,0,0,,5
"July 25, 2019",0,0,1.03,,70
"July 24, 2019",0,1.03,1.88,,644
"July 23, 2019",1.03,1.88,1.88,,8160
"July 22, 2019",0.85,0.85,0.85,,185
"July 21, 2019",0,0,0,,63
"July 20, 2019",0,0,0.04,,30
"July 19, 2019",0,0.04,0.47,,84
"July 18, 2019",0.04,0.47,0.47,>,2600
"July 17, 2019",0.43,0.43,0.43,,20
"July 16, 2019",0,0,0,,52
"July 15, 2019",0,0,0,,354
"July 14, 2019",0,0,0.81,,63
"July 13, 2019",0,0.81,0.83,,441
"July 12, 2019",0.81,0.83,0.83,,138
"July 11, 2019",0.02,0.02,0.02,,23
"July 10, 2019",0,0,0,,119
"July 9, 2019",0,0,0,,74
"July 8, 2019",0,0,1.37,,218
"July 7, 2019",0,1.37,1.37,,884
"July 6, 2019",1.37,1.37,1.37,,85
"July 5, 2019",0,0,0,,7
"July 4, 2019",0,0,0,,2
"July 3, 2019",0,0,0,,12
"July 2, 2019",0,0,0.16,,37
"July 1, 2019",0,0.16,1.81,,1200
"June 30, 2019",0.16,1.81,1.81,,1780
"June 29, 2019",1.65,1.65,1.65,,223
"June 28, 2019",0,0,0,,38
"June 27, 2019",0,0,0.13,,26
"June 26, 2019",0,0.13,0.13,,110
"June 25, 2019",0.13,0.13,0.13,,85
"June 24, 2019",0,0,0,,216
"June 23, 2019",0,0,1.19,,341
"June 22, 2019",0,1.19,1.56,,5170
"June 21, 2019",1.19,1.56,1.56,>,2600
"June 20, 2019",0.37,0.37,0.47,,117
"June 19, 2019",0,0.1,0.1,,35
"June 18, 2019",0.1,0.1,0.21,,52
"June 17, 2019",0,0.11,0.11,,63
"June 16, 2019",0.11,0.11,0.11,,109
"June 15, 2019",0,0,0.63,,52
"June 14, 2019",0,0.63,0.63,,32
"June 13, 2019",0.63,0.63,1.16,,35
"June 10, 2019",0.14,0.14,0.14,,22
"June 8, 2019",0,0,0.01,,30
"June 7, 2019",0,0.01,0.06,,118
"June 6, 2019",0.01,0.06,0.06,,21
"June 1, 2019",0,0.07,0.3,,30
"May 31, 2019",0.07,0.3,0.3,,108
"May 30, 2019",0.23,0.23,0.53,,13
"May 24, 2019",0,0.12,0.12,,18
"May 23, 2019",0.12,0.12,0.12,,3
"September 2, 2018",0,0,0,,41
"September 1, 2018",0,0,0,<,10
"August 31, 2018",0,0,0,,59
"August 30, 2018",0,0,0,<,2
"August 29, 2018",0,0,0,<,10
"August 28, 2018",0,0,0,<,10
"August 27, 2018",0,0,0,<,10
"August 26, 2018",0,0,0,,20
"August 25, 2018",0,0,0,,41
"August 24, 2018",0,0,0.5,,5
"August 23, 2018",0,0.5,0.5,,38
"August 22, 2018",0.5,0.5,0.5,,10
"August 21, 2018",0,0,0.01,,373
"August 20, 2018",0,0.01,0.14,,1030
"August 19, 2018",0.01,0.14,0.34,,1120
"August 18, 2018",0.13,0.33,0.33,<,10
"August 17, 2018",0.2,0.2,0.2,,40
"August 16, 2018",0,0,0.01,,22
"August 15, 2018",0,0.01,0.3,,63
"August 14, 2018",0.01,0.3,1.68,,90
"August 13, 2018",0.29,1.67,2.06,,144
"August 12, 2018",1.38,1.77,1.77,,746
"August 11, 2018",0.39,0.39,0.45,,173
"August 10, 2018",0,0.06,1.04,,35
"August 9, 2018",0.06,1.04,1.04,,485
"August 8, 2018",0.98,0.98,0.98,,41
"August 7, 2018",0,0,0,,30
"August 6, 2018",0,0,0.64,,63
"August 5, 2018",0,0.64,0.7,,183
"August 4, 2018",0.64,0.7,0.7,,40
"August 3, 2018",0.06,0.06,0.06,,4
"August 2, 2018",0,0,0,<,2
"August 1, 2018",0,0,0,<,10
"July 31, 2018",0,0,0,<,10
"July 30, 2018",0,0,0,,20
"July 29, 2018",0,0,0,<,10
"July 28, 2018",0,0,0.6,,109
"July 27, 2018",0,0.6,0.74,,27
"July 26, 2018",0.6,0.74,0.74,,17
"July 25, 2018",0.14,0.14,0.17,,52
"July 24, 2018",0,0.03,0.2,,788
"July 23, 2018",0.03,0.2,0.2,,132
"July 22, 2018",0.17,0.17,0.17,,31
"July 21, 2018",0,0,0,,52
"July 20, 2018",0,0,0.06,,8
"July 19, 2018",0,0.06,2.74,,42
"July 18, 2018",0.06,2.74,2.74,,388
"July 17, 2018",2.68,2.68,2.69,<,10
"July 16, 2018",0,0.01,0.32,,121
"July 15, 2018",0.01,0.32,0.32,,3
"July 14, 2018",0.31,0.31,0.31,,18
"July 12, 2018",0,0.19,0.19,,32
"July 11, 2018",0.19,0.19,0.19,,450
"July 10, 2018",0,0,0,,41
"July 9, 2018",0,0,0,<,10
"July 8, 2018",0,0,0.35,,377
"July 7, 2018",0,0.35,0.35,,1150
"July 6, 2018",0.35,0.35,0.35,,4
"July 5, 2018",0,0,0.01,,2
"July 4, 2018",0,0.01,0.01,,73
"July 3, 2018",0.01,0.01,0.01,,10
"July 2, 2018",0,0,0,,52
"July 1, 2018",0,0,0,,10
"June 30, 2018",0,0,1.16,,10
"June 29, 2018",0,1.16,1.25,,300
"June 28, 2018",1.16,1.25,1.25,,3
"June 27, 2018",0.09,0.09,0.42,<,10
"June 26, 2018",0,0.33,0.59,,20
"June 25, 2018",0.33,0.59,0.59,,132
"June 24, 2018",0.26,0.26,0.26,,20
"June 23, 2018",0,0,0,,10
"June 22, 2018",0,0,0,,8
"June 21, 2018",0,0,0.01,,10
"June 20, 2018",0,0.01,0.14,<,10
"June 19, 2018",0.01,0.14,0.14,,86
"June 18, 2018",0.13,0.13,0.13,,41
"June 17, 2018",0,0,0,,4
"June 16, 2018",0,0,0,,8
"June 15, 2018",0,0,0,,25
"June 14, 2018",0,0,0,,41
"June 13, 2018",0,0,0,,6
"June 12, 2018",0,0,0,,8
"June 11, 2018",0,0,0,,4
"June 10, 2018",0,0,0,,4
"June 9, 2018",0,0,0,,10
"June 8, 2018",0,0,0,,22
"June 7, 2018",0,0,0.34,,10
"June 6, 2018",0,0.34,0.96,,1430
"June 5, 2018",0.34,0.96,0.96,,500
"June 1, 2018",0.01,0.01,0.01,,17
"May 31, 2018",0,0,0,,2
"May 25, 2018",0,0,0.02,,24
"May 24, 2018",0,0.02,0.05,,132
"September 3, 2017",0.28,0.28,0.28,,20
"September 2, 2017",0,0,0,,10
"September 1, 2017",0,0,0.07,,35
"August 31, 2017",0,0.07,0.07,,7
"August 30, 2017",0.07,0.07,0.07,,20
"August 29, 2017",0,0,0,,31
"August 28, 2017",0,0,0,,10
"August 27, 2017",0,0,0,,10
"August 26, 2017",0,0,0,<,10
"August 25, 2017",0,0,0.04,,57
"August 24, 2017",0,0.04,0.04,,17
"August 23, 2017",0.04,0.04,0.04,,41
"August 22, 2017",0,0,0,,135
"August 21, 2017",0,0,0.01,,74
"August 20, 2017",0,0.01,0.25,,134
"August 19, 2017",0.01,0.25,0.25,,132
"August 18, 2017",0.24,0.24,0.24,,16
"August 17, 2017",0,0,0,,5
"August 16, 2017",0,0,0,,41
"August 15, 2017",0,0,0,,10
"August 14, 2017",0,0,0.1,,41
"August 13, 2017",0,0.1,0.1,,20
"August 12, 2017",0.1,0.1,0.1,<,10
"August 11, 2017",0,0,0,,24
"August 10, 2017",0,0,0,,24
"August 9, 2017",0,0,0,,31
"August 8, 2017",0,0,0,,63
"August 7, 2017",0,0,0.16,,63
"August 6, 2017",0,0.16,0.16,,30
"August 5, 2017",0.16,0.16,0.16,,41
"August 4, 2017",0,0,0.96,,18
"August 3, 2017",0,0.96,0.96,,631
"August 2, 2017",0.96,0.96,0.96,<,10
"August 1, 2017",0,0,0,,20
"July 31, 2017",0,0,0,<,10
"July 30, 2017",0,0,0,,63
"July 29, 2017",0,0,0.04,,160
"July 28, 2017",0,0.04,0.04,,105
"July 27, 2017",0.04,0.04,0.05,,22
"July 26, 2017",0,0.01,1.42,,52
"July 25, 2017",0.01,1.42,1.42,,2370
"July 24, 2017",1.41,1.41,1.41,,119
"July 23, 2017",0,0,0,,122
"July 22, 2017",0,0,0,,85
"July 21, 2017",0,0,0,,32
"July 20, 2017",0,0,0.12,,46
"July 19, 2017",0,0.12,0.12,,231
