"Malibu Beach, Dorchester: Bacterial Water Quality",,,,,
,,,,Malibu Beach,
"July 13, 2023",0.06,0.06,0.06,,8
"July 12, 2023",0,0,0.71,,10
"July 11, 2023",0,0.71,0.71,,419
"July 10, 2023",0.71,0.71,0.71,,20
"July 9, 2023",0,0,0,,185
"July 8, 2023",0,0,0,,109
"July 7, 2023",0,0,0,,14
"July 6, 2023",0,0,0.47,,32
"July 5, 2023",0,0.47,1.46,,657
"July 4, 2023",0.47,1.46,1.78,,135
"July 3, 2023",0.99,1.31,1.31,,175
"July 2, 2023",0.32,0.32,0.32,<,10
"July 1, 2023",0,0,0,,10
"June 30, 2023",0,0,0.53,,3
"June 29, 2023",0,0.53,1.08,,32
"June 28, 2023",0.53,1.08,1.08,,20
"June 27, 2023",0.55,0.55,0.57,,10
"June 26, 2023",0,0.02,0.07,,10
"June 25, 2023",0.02,0.07,0.07,,10
"June 24, 2023",0.05,0.05,0.05,,10
"June 23, 2023",0,0,0,,7
"June 22, 2023",0,0,0,<,2
"June 21, 2023",0,0,0,<,10
"June 20, 2023",0,0,0.04,<,10
"June 19, 2023",0,0.04,0.81,,85
"June 12, 2023",0.34,0.34,0.68,,10
"June 7, 2023",0,0,0.07,,100
"June 5, 2023",0.07,0.17,0.25,,400
"September 4, 2022",0,0,0,<,10
"September 3, 2022",0,0,0,<,10
"September 2, 2022",0,0,0.33,,4
"September 1, 2022",0,0.33,0.33,,8
"August 31, 2022",0.33,0.33,0.33,,581
"August 30, 2022",0,0,0,<,10
"August 29, 2022",0,0,0,<,10
"August 28, 2022",0,0,0.41,,41
"August 27, 2022",0,0.41,0.41,,537
"August 26, 2022",0.41,0.41,0.41,,4
"August 25, 2022",0,0,0.02,,4
"August 24, 2022",0,0.02,0.46,<,10
"August 23, 2022",0.02,0.46,0.46,,41
"August 22, 2022",0.44,0.44,0.44,<,10
"August 21, 2022",0,0,0,<,10
"August 20, 2022",0,0,0,,10
"August 19, 2022",0,0,0.01,,16
"August 18, 2022",0,0.01,0.01,,5
"August 17, 2022",0.01,0.01,0.01,,10
"August 16, 2022",0,0,0,<,10
"August 15, 2022",0,0,0,<,10
"August 14, 2022",0,0,0,<,10
"August 13, 2022",0,0,0,,20
"August 12, 2022",0,0,0,,27
"August 11, 2022",0,0,0.14,,43
"August 10, 2022",0,0.14,0.14,,52
"August 9, 2022",0.14,0.14,0.17,,20
"August 8, 2022",0,0.03,0.03,,20
"August 7, 2022",0.03,0.03,0.11,,20
"August 6, 2022",0,0.08,0.08,,24200
"August 5, 2022",0.08,0.08,0.08,<,2
"August 4, 2022",0,0,0,,4
"August 3, 2022",0,0,0.01,,10
"August 2, 2022",0,0.01,0.01,<,10
"August 1, 2022",0.01,0.01,0.01,<,10
"July 31, 2022",0,0,0,<,10
"July 30, 2022",0,0,0.04,<,10
"July 29, 2022",0,0.04,0.04,,17
"July 28, 2022",0.04,0.04,0.04,<,2
"July 27, 2022",0,0,0,<,10
"July 26, 2022",0,0,0,<,10
"July 25, 2022",0,0,0,<,10
"July 24, 2022",0,0,0,,10
"July 23, 2022",0,0,0,<,10
"July 22, 2022",0,0,0,,2
"July 21, 2022",0,0,0.02,,2
"July 20, 2022",0,0.02,0.17,<,10
"July 19, 2022",0.02,0.17,0.17,<,10
"July 18, 2022",0.15,0.15,0.15,,10
"July 17, 2022",0,0,0,<,10
"July 16, 2022",0,0,0.16,,74
"July 15, 2022",0,0.16,0.16,,7
"July 14, 2022",0.16,0.16,0.17,,8
"July 13, 2022",0,0.01,0.01,,10
"July 12, 2022",0.01,0.01,0.01,,31
"July 11, 2022",0,0,0,<,10
"July 10, 2022",0,0,0,<,10
"July 9, 2022",0,0,0,<,10
"July 8, 2022",0,0,0.01,,25
"July 7, 2022",0,0.01,0.05,,2
"July 6, 2022",0.01,0.05,0.05,,10
"July 5, 2022",0.04,0.04,0.04,<,10
"July 4, 2022",0,0,0.19,<,10
"July 3, 2022",0,0.19,0.19,,31
"July 2, 2022",0.19,0.19,0.19,,327
"July 1, 2022",0,0,0,,2
"June 30, 2022",0,0,0,,2
"June 29, 2022",0,0,0.65,<,10
"June 28, 2022",0,0.65,0.65,<,10
"June 27, 2022",0.65,0.65,0.65,<,10
"June 26, 2022",0,0,0,,10
"June 25, 2022",0,0,0,<,10
"June 24, 2022",0,0,0,<,2
"June 23, 2022",0,0,0,<,2
"June 22, 2022",0,0,0,,10
"June 21, 2022",0,0,0.31,<,10
"June 20, 2022",0,0.31,0.31,,85
"June 19, 2022",0.31,0.31,0.31,,20
"June 18, 2022",0,0,0,,72
"June 17, 2022",0,0,0,,52
"June 16, 2022",0,0,0,,7
"June 15, 2022",0,0,0.09,,52
"June 14, 2022",0,0.09,0.09,,31
"June 13, 2022",0.09,0.09,0.09,,10
"June 12, 2022",0,0,0,<,10
"June 11, 2022",0,0,0.85,,20
"June 10, 2022",0,0.85,1.08,,20
"June 9, 2022",0.85,1.08,1.08,,615
"June 3, 2022",0.01,0.11,0.2,,6
"June 2, 2022",0.1,0.19,0.19,,10
"May 27, 2022",0,0,0,,6
"May 26, 2022",0,0,0,<,2
"September 5, 2021",0.05,0.05,0.05,,41
"September 4, 2021",0,0,2.54,,119
"September 3, 2021",0,2.54,4.23,,785
"September 1, 2021",1.69,1.69,1.71,,10
"August 31, 2021",0,0.02,0.1,<,10
"August 30, 2021",0.02,0.1,0.17,,20
"August 29, 2021",0.08,0.15,0.15,,10
"August 28, 2021",0.07,0.07,0.07,,20
"August 27, 2021",0,0,0,,15
"August 26, 2021",0,0,0,,14
"August 25, 2021",0,0,1.69,,72
"August 24, 2021",0,1.69,2.45,,1220
"August 21, 2021",0,0.05,1.19,,132
"August 20, 2021",0.05,1.19,1.19,,130
"August 19, 2021",1.14,1.14,1.14,,15
"August 18, 2021",0,0,0,<,10
"August 17, 2021",0,0,0,<,10
"August 16, 2021",0,0,0.01,<,10
"August 15, 2021",0,0.01,0.01,,20
"August 14, 2021",0.01,0.01,0.01,,10
"August 13, 2021",0,0,0,,17
"August 12, 2021",0,0,0.03,,32
"August 11, 2021",0,0.03,1.18,<,10
"August 10, 2021",0.03,1.18,1.18,,63
"August 9, 2021",1.15,1.15,1.15,,31
"August 8, 2021",0,0,0,,10
"August 7, 2021",0,0,1.42,,10
"August 6, 2021",0,1.42,2,,12
"August 5, 2021",1.42,2,2,,569
"August 4, 2021",0.58,0.58,0.58,<,10
"August 3, 2021",0,0,0,,20
"August 2, 2021",0,0,0,,30
"August 1, 2021",0,0,0.14,,10
"July 31, 2021",0,0.14,0.15,<,10
"July 30, 2021",0.14,0.15,0.15,,12
"July 29, 2021",0.01,0.01,0.39,,20
"July 28, 2021",0,0.38,0.38,,41
"July 27, 2021",0.38,0.38,0.53,,97
"July 26, 2021",0,0.15,0.15,,1150
"July 25, 2021",0.15,0.15,0.15,,41
"July 24, 2021",0,0,0,,63
"July 23, 2021",0,0,0,,16
"July 22, 2021",0,0,0,,6
"July 21, 2021",0,0,0,,175
"July 20, 2021",0,0,0.3,,213
"July 19, 2021",0,0.3,0.47,,959
"July 18, 2021",0.3,0.47,0.49,,959
"July 17, 2021",0.17,0.19,0.19,,131
"July 16, 2021",0.02,0.02,0.02,,43
"July 15, 2021",0,0,0.01,,37
"July 14, 2021",0,0.01,1.22,,97
"July 13, 2021",0.01,1.22,1.25,,504
"July 12, 2021",1.21,1.24,1.29,,776
"July 11, 2021",0.03,0.08,2.12,,657
"July 10, 2021",0.05,2.09,2.39,,5170
"July 8, 2021",0.3,0.33,0.62,,81
"July 7, 2021",0.03,0.32,0.32,,52
"July 6, 2021",0.29,0.29,0.6,,521
"July 5, 2021",0,0.31,1.99,,327
"July 4, 2021",0.31,1.99,3.66,,1300
"July 3, 2021",1.68,3.35,4.63,,754
"July 2, 2021",1.67,2.95,3.11,,830
"July 1, 2021",1.28,1.44,1.44,,17
"June 30, 2021",0.16,0.16,0.16,<,10
"June 29, 2021",0,0,0,,52
"June 28, 2021",0,0,0,,52
"June 27, 2021",0,0,0.09,,52
"June 26, 2021",0,0.09,0.09,,31
"June 25, 2021",0.09,0.09,0.09,,30
"June 24, 2021",0,0,0.91,,22
"June 23, 2021",0,0.91,0.91,,450
"June 22, 2021",0.91,0.91,0.91,,74
"June 21, 2021",0,0,0,<,10
"June 20, 2021",0,0,0,,20
"June 19, 2021",0,0,0,<,10
"June 18, 2021",0,0,0,,10
"June 17, 2021",0,0,0.01,,2
"June 10, 2021",0,0.05,0.05,<,2
"June 3, 2021",0,0,0,<,2
"May 27, 2021",0.01,0.29,0.29,,13
"September 6, 2020",0,0,0,<,10
"September 5, 2020",0,0,0.01,<,10
"September 4, 2020",0,0.01,0.21,<,2
"September 3, 2020",0.01,0.21,0.21,,2
"September 2, 2020",0.2,0.2,0.2,,10
"September 1, 2020",0,0,0,,41
"August 31, 2020",0,0,0.07,,20
"August 30, 2020",0,0.07,0.07,,31
"August 29, 2020",0.07,0.07,0.25,,20
"August 28, 2020",0,0.18,0.18,,24
"August 27, 2020",0.18,0.18,0.18,,20
"August 26, 2020",0,0,0,,10
"August 25, 2020",0,0,1.33,,74
"August 24, 2020",0,1.33,1.33,,187
"August 23, 2020",1.33,1.33,1.33,,74
"August 22, 2020",0,0,0,,31
"August 21, 2020",0,0,0.06,,4
"August 20, 2020",0,0.06,0.22,,127
"August 19, 2020",0.06,0.22,0.3,,20
"August 18, 2020",0.16,0.24,0.4,,173
"August 17, 2020",0.08,0.24,0.24,,41
"August 16, 2020",0.16,0.16,0.16,,20
"August 15, 2020",0,0,0,,20
"August 14, 2020",0,0,0,,5
"August 13, 2020",0,0,0,,6
"August 12, 2020",0,0,0,<,10
"August 11, 2020",0,0,0,,10
"August 10, 2020",0,0,0,,10
"August 9, 2020",0,0,0,<,10
"August 8, 2020",0,0,0,,10
"August 7, 2020",0,0,0,,57
"August 6, 2020",0,0,0.17,,15
"August 5, 2020",0,0.17,0.17,,98
"August 4, 2020",0.17,0.17,0.24,<,10
"August 3, 2020",0,0.07,0.07,,10
"August 2, 2020",0.07,0.07,0.07,,10
"August 1, 2020",0,0,0,<,10
"July 31, 2020",0,0,0,,6
"July 30, 2020",0,0,0,<,2
"July 29, 2020",0,0,0,<,10
"July 28, 2020",0,0,0,,31
"July 27, 2020",0,0,0,,20
"July 26, 2020",0,0,0,<,10
"July 25, 2020",0,0,0.57,,20
"July 24, 2020",0,0.57,0.68,,531
"July 23, 2020",0.57,0.68,0.68,,1270
"July 22, 2020",0.11,0.11,0.11,,41
"July 21, 2020",0,0,0,<,10
"July 20, 2020",0,0,0,<,10
"July 19, 2020",0,0,0.11,<,10
"July 18, 2020",0,0.11,0.11,<,10
"July 17, 2020",0.11,0.11,0.18,,2
"July 16, 2020",0,0.07,0.69,,5
"July 15, 2020",0.07,0.69,0.76,,31
"July 14, 2020",0.62,0.69,0.69,<,10
"July 13, 2020",0.07,0.07,0.08,<,10
"July 12, 2020",0,0.01,0.01,,10
"July 11, 2020",0.01,0.01,0.01,<,10
"July 10, 2020",0,0,0,,2
"July 9, 2020",0,0,0,,4
"July 8, 2020",0,0,0,<,10
"July 7, 2020",0,0,0.11,,20
"July 6, 2020",0,0.11,0.11,,231
"July 5, 2020",0.11,0.11,0.11,,31
"July 4, 2020",0,0,0,,63
"July 3, 2020",0,0,0.07,,49
"July 2, 2020",0,0.07,0.25,,15
"July 1, 2020",0.07,0.25,0.44,,31
"June 30, 2020",0.18,0.37,1.56,,404
"June 29, 2020",0.19,1.38,1.4,,537
"June 28, 2020",1.19,1.21,1.21,<,10
"June 27, 2020",0.02,0.02,0.02,<,10
"June 26, 2020",0,0,0.01,,15
"June 25, 2020",0,0.01,0.01,,2
"June 24, 2020",0.01,0.01,0.01,,30
"June 23, 2020",0,0,0,<,10
"June 22, 2020",0,0,0,<,10
"June 21, 2020",0,0,0,<,10
"June 20, 2020",0,0,0,<,10
"June 19, 2020",0,0,0,<,2
"June 18, 2020",0,0,0,<,2
"June 11, 2020",0.74,0.74,0.74,,22
"June 4, 2020",0,0.01,0.03,,8
"May 28, 2020",0,0,0,,10
"May 20, 2020",0,0,0,,5
"September 1, 2019",0,0,0,,62
"August 31, 2019",0,0,0.3,,33
"August 30, 2019",0,0.3,0.95,,65
"August 29, 2019",0.3,0.95,0.95,,562
"August 28, 2019",0.65,0.65,0.65,,41
"August 27, 2019",0,0,0,<,10
"August 26, 2019",0,0,0,<,10
"August 25, 2019",0,0,0,<,10
"August 24, 2019",0,0,0,<,10
"August 23, 2019",0,0,0.08,,28
"August 22, 2019",0,0.08,0.08,,13
"August 21, 2019",0.08,0.08,0.09,,10
"August 20, 2019",0,0.01,0.17,,41
"August 19, 2019",0.01,0.17,0.17,<,10
"August 18, 2019",0.16,0.16,0.16,<,10
"August 17, 2019",0,0,0,,10
"August 16, 2019",0,0,0,,6
"August 15, 2019",0,0,0,,8
"August 14, 2019",0,0,0,,52
"August 13, 2019",0,0,0,,10
"August 12, 2019",0,0,0,,10
"August 11, 2019",0,0,0,,10
"August 10, 2019",0,0,0.38,,31
"August 9, 2019",0,0.38,2.28,,25
"August 8, 2019",0.38,2.28,2.28,,454
"August 7, 2019",1.9,1.9,1.9,,10
"August 6, 2019",0,0,0,,203
"August 5, 2019",0,0,0,,52
"August 4, 2019",0,0,0,,744
"August 3, 2019",0,0,0,,10
"August 2, 2019",0,0,1.25,,29
"August 1, 2019",0,1.25,1.25,,62
"July 31, 2019",1.25,1.25,1.26,<,10
"July 30, 2019",0,0.01,0.01,<,10
"July 29, 2019",0.01,0.01,0.01,<,10
"July 28, 2019",0,0,0,<,10
"July 27, 2019",0,0,0,,10
"July 26, 2019",0,0,0,<,2
"July 25, 2019",0,0,1.03,,5
"July 24, 2019",0,1.03,1.88,,31
"July 23, 2019",1.03,1.88,1.88,,197
"July 22, 2019",0.85,0.85,0.85,,10
"July 21, 2019",0,0,0,,789
"July 20, 2019",0,0,0.04,,74
"July 19, 2019",0,0.04,0.47,,14
"July 18, 2019",0.04,0.47,0.47,,662
"July 17, 2019",0.43,0.43,0.43,,10
"July 16, 2019",0,0,0,,10
"July 15, 2019",0,0,0,,20
"July 14, 2019",0,0,0.81,<,10
"July 13, 2019",0,0.81,0.83,,31
"July 12, 2019",0.81,0.83,0.83,,33
"July 11, 2019",0.02,0.02,0.02,,8
"July 10, 2019",0,0,0,,10
"July 9, 2019",0,0,0,,110
"July 8, 2019",0,0,1.37,,41
"July 7, 2019",0,1.37,1.37,,256
"July 6, 2019",1.37,1.37,1.37,,20
"July 5, 2019",0,0,0,<,2
"July 4, 2019",0,0,0,,5
"July 3, 2019",0,0,0,,38
"July 2, 2019",0,0,0.16,,30
"July 1, 2019",0,0.16,1.81,,108
"June 30, 2019",0.16,1.81,1.81,,495
"June 29, 2019",1.65,1.65,1.65,,41
"June 28, 2019",0,0,0,,23
"June 27, 2019",0,0,0.13,,21
"June 26, 2019",0,0.13,0.13,,20
"June 25, 2019",0.13,0.13,0.13,<,10
"June 24, 2019",0,0,0,<,10
"June 23, 2019",0,0,1.19,,109
"June 22, 2019",0,1.19,1.56,,556
"June 21, 2019",1.19,1.56,1.56,,54
"June 20, 2019",0.37,0.37,0.47,,132
"June 19, 2019",0,0.1,0.1,,13
"June 18, 2019",0.1,0.1,0.21,<,10
"June 17, 2019",0,0.11,0.11,,41
"June 16, 2019",0.11,0.11,0.11,,10
"June 15, 2019",0,0,0.63,,10
"June 14, 2019",0,0.63,0.63,,113
"June 13, 2019",0.63,0.63,1.16,,13
"June 7, 2019",0,0.01,0.06,,25
"June 6, 2019",0.01,0.06,0.06,,42
"May 31, 2019",0.07,0.3,0.3,,68
"May 30, 2019",0.23,0.23,0.53,,13
"May 24, 2019",0,0.12,0.12,,43
"May 23, 2019",0.12,0.12,0.12,,5
"September 2, 2018",0,0,0,<,10
"September 1, 2018",0,0,0,<,10
"August 31, 2018",0,0,0,,16
"August 30, 2018",0,0,0,,4
"August 29, 2018",0,0,0,,10
"August 28, 2018",0,0,0,<,10
"August 27, 2018",0,0,0,<,10
"August 26, 2018",0,0,0,<,10
"August 25, 2018",0,0,0,,20
"August 24, 2018",0,0,0.5,,2
"August 23, 2018",0,0.5,0.5,,7
"August 22, 2018",0.5,0.5,0.5,<,10
"August 21, 2018",0,0,0.01,,20
"August 20, 2018",0,0.01,0.14,,20
"August 19, 2018",0.01,0.14,0.34,,31
"August 18, 2018",0.13,0.33,0.33,,41
"August 17, 2018",0.2,0.2,0.2,,13
"August 16, 2018",0,0,0.01,,108
"August 15, 2018",0,0.01,0.3,,52
"August 14, 2018",0.01,0.3,1.68,,75
"August 13, 2018",0.29,1.67,2.06,,156
"August 12, 2018",1.38,1.77,1.77,,176
"August 11, 2018",0.39,0.39,0.45,,121
"August 10, 2018",0,0.06,1.04,,33
"August 9, 2018",0.06,1.04,1.04,,81
"August 8, 2018",0.98,0.98,0.98,,31
"August 7, 2018",0,0,0,,10
"August 6, 2018",0,0,0.64,,10
"August 5, 2018",0,0.64,0.7,,41
"August 4, 2018",0.64,0.7,0.7,,10
"August 3, 2018",0.06,0.06,0.06,,4
"August 2, 2018",0,0,0,,2
"August 1, 2018",0,0,0,,10
"July 31, 2018",0,0,0,,10
"July 30, 2018",0,0,0,,10
"July 29, 2018",0,0,0,<,10
"July 28, 2018",0,0,0.6,,10
"July 27, 2018",0,0.6,0.74,,23
"July 26, 2018",0.6,0.74,0.74,,2
"July 25, 2018",0.14,0.14,0.17,<,10
"July 24, 2018",0,0.03,0.2,,20
"July 23, 2018",0.03,0.2,0.2,<,10
"July 22, 2018",0.17,0.17,0.17,,20
"July 21, 2018",0,0,0,,10
"July 20, 2018",0,0,0.06,,25
"July 19, 2018",0,0.06,2.74,,22
"July 18, 2018",0.06,2.74,2.74,,1110
"July 17, 2018",2.68,2.68,2.69,,74
"July 16, 2018",0,0.01,0.32,<,10
"July 15, 2018",0.01,0.32,0.32,,8
"July 14, 2018",0.31,0.31,0.31,,12
"July 12, 2018",0,0.19,0.19,,14
"July 11, 2018",0.19,0.19,0.19,,218
"July 10, 2018",0,0,0,,10
"July 9, 2018",0,0,0,,10
"July 8, 2018",0,0,0.35,,52
"July 7, 2018",0,0.35,0.35,,20
"July 6, 2018",0.35,0.35,0.35,,10
"July 5, 2018",0,0,0.01,,3
"July 4, 2018",0,0.01,0.01,,10
"July 3, 2018",0.01,0.01,0.01,<,10
"July 2, 2018",0,0,0,<,10
"July 1, 2018",0,0,0,,226
"June 30, 2018",0,0,1.16,,20
"June 29, 2018",0,1.16,1.25,,10
"June 28, 2018",1.16,1.25,1.25,,2
"June 27, 2018",0.09,0.09,0.42,,10
"June 26, 2018",0,0.33,0.59,<,10
"June 25, 2018",0.33,0.59,0.59,,41
"June 24, 2018",0.26,0.26,0.26,<,10
"June 23, 2018",0,0,0,,31
"June 22, 2018",0,0,0,,4
"June 21, 2018",0,0,0.01,<,2
"June 20, 2018",0,0.01,0.14,,20
"June 19, 2018",0.01,0.14,0.14,,1050
"June 18, 2018",0.13,0.13,0.13,,10
"June 17, 2018",0,0,0,,7
"June 16, 2018",0,0,0,,2
"June 15, 2018",0,0,0,,47
"June 14, 2018",0,0,0,,11
"June 13, 2018",0,0,0,,8
"June 12, 2018",0,0,0,,14
"June 11, 2018",0,0,0,,2
"June 10, 2018",0,0,0,<,2
"June 9, 2018",0,0,0,,2
"June 8, 2018",0,0,0,,4
"June 7, 2018",0,0,0.34,<,2
"June 1, 2018",0.01,0.01,0.01,,2
"May 31, 2018",0,0,0,<,2
"May 25, 2018",0,0,0.02,,4
"May 24, 2018",0,0.02,0.05,,12
"September 3, 2017",0.28,0.28,0.28,,20
"September 2, 2017",0,0,0,,10
"September 1, 2017",0,0,0.07,,13
"August 31, 2017",0,0.07,0.07,,5
"August 30, 2017",0.07,0.07,0.07,,10
"August 29, 2017",0,0,0,<,10
"August 28, 2017",0,0,0,<,10
"August 27, 2017",0,0,0,<,10
"August 26, 2017",0,0,0,,10
"August 25, 2017",0,0,0.04,,20
"August 24, 2017",0,0.04,0.04,,23
"August 23, 2017",0.04,0.04,0.04,,265
"August 22, 2017",0,0,0,,30
"August 21, 2017",0,0,0.01,,31
"August 20, 2017",0,0.01,0.25,,10
"August 19, 2017",0.01,0.25,0.25,,41
"August 18, 2017",0.24,0.24,0.24,,17
"August 17, 2017",0,0,0,,7
"August 16, 2017",0,0,0,,31
"August 15, 2017",0,0,0,,10
"August 14, 2017",0,0,0.1,<,10
"August 13, 2017",0,0.1,0.1,<,10
"August 12, 2017",0.1,0.1,0.1,,98
"August 11, 2017",0,0,0,,23
"August 10, 2017",0,0,0,,48
"August 9, 2017",0,0,0,<,10
"August 8, 2017",0,0,0,,31
"August 7, 2017",0,0,0.16,,20
"August 6, 2017",0,0.16,0.16,,85
"August 5, 2017",0.16,0.16,0.16,,20
"August 4, 2017",0,0,0.96,,18
"August 3, 2017",0,0.96,0.96,,2400
"August 2, 2017",0.96,0.96,0.96,<,10
"August 1, 2017",0,0,0,,10
"July 31, 2017",0,0,0,,20
"July 30, 2017",0,0,0,<,10
"July 29, 2017",0,0,0.04,<,10
"July 28, 2017",0,0.04,0.04,,12
"July 27, 2017",0.04,0.04,0.05,,48
"July 26, 2017",0,0.01,1.42,,160
"July 25, 2017",0.01,1.42,1.42,,615
"July 24, 2017",1.41,1.41,1.41,,53
"July 23, 2017",0,0,0,,52
"July 22, 2017",0,0,0,,110
"July 21, 2017",0,0,0,,27
"July 20, 2017",0,0,0.12,,22
"July 19, 2017",0,0.12,0.12,,98
"July 18, 2017",0.12,0.12,0.12,,10
"July 17, 2017",0,0,0,,10
"July 16, 2017",0,0,0,<,10
"July 15, 2017",0,0,0.14,<,10
"July 14, 2017",0,0.14,1.47,,44
