File ID,Timestamp,Semi-major Axis (km),Eccentricity,Inclination (deg),RAAN (deg),Argument of Perigee (deg),True Anomaly (deg),Latitude (deg),Longitude (deg),Altitude (km)
wu014,2014-03-17 00:00:00,6828.940350331823,0.0027420167582172,90.21859994861008,67.80596248227226,175.4447445265954,213.52586435581165,30.1466689897314,67.6804722334254,471.5724213450346
wu015,2014-03-20 00:00:00,6838.620698095014,0.0019473881887545,90.9825528539676,62.84192686449993,143.59776285373414,226.6956841813687,11.381603596304544,62.64557556410893,470.2550700473311
wu016,2014-03-23 00:00:00,6839.170410516205,0.0019941528051267,91.036502395934,57.64226422424745,137.51480119866198,214.6687012776904,-6.837609546712436,57.76563308222867,472.4009338155044
wu017,2014-03-26 00:00:00,6831.126673919479,0.0032015282307732,90.42212727181384,52.66247654177912,140.41052224046845,194.2945351941675,-24.409859653633607,52.852309652723015,477.707720819613
wu018,2014-03-29 00:00:00,6818.1110669155705,0.0052092102433573,89.4186646767033,48.20967561690762,132.76964294046127,185.1168255449797,-41.27068867746881,47.7015858713276,484.5520726488848
wu019,2014-04-01 00:00:00,6804.813331849057,0.007232422115266,88.38947877543255,44.36559694961676,119.99299460422344,181.7251753900023,-57.39267819176676,41.860336209931496,490.98069920843375
wu020,2014-04-04 00:00:00,6795.148894006965,0.0086821750456498,87.64210452295531,41.01160553541591,105.75822032464548,180.3884302465309,-72.78249545595385,33.419682261459265,495.4965041204858
wu021,2014-04-07 00:00:00,6791.28229854173,0.0092512074886393,87.35343663399124,37.911309320790885,91.45229589602307,179.6735749410548,-86.61644361806496,-13.104910800257716,497.287436870045
wu022,2014-04-10 00:00:00,6793.597958433349,0.0088770313994474,87.55227122025897,34.79816058484827,77.71756219633237,178.94421843224544,-77.51550535620625,-134.13466039523203,496.1548929246385
wu023,2014-04-13 00:00:00,6800.935767834029,0.0077255079455233,88.14354925891493,31.4548434455538,64.94786890538504,177.76313399438192,-63.807971765968695,-144.7880861628629,492.5275368799791
wu024,2014-04-16 00:00:00,6811.108771512997,0.0061333860510037,88.95132598647807,27.7493920271758,53.78621434973553,175.54674214210638,-50.51400362410332,-150.98408133140077,487.3733081089519
wu025,2014-04-19 00:00:00,6821.667139010041,0.0044714422013009,89.78643967199397,23.6554186780604,45.36346691871716,171.11121272028262,-37.66545980172664,-156.17985222716482,481.6918814293286
wu026,2014-04-22 00:00:00,6830.440553461475,0.0030892266955512,90.4806738908086,19.23180754382189,41.87696826169834,162.3475648934945,-25.38117873595686,-160.99427341998424,476.4227995470856
wu027,2014-04-25 00:00:00,6836.193504581158,0.0022140180340167,90.93469454607198,14.588873833676356,44.81410211158576,147.72658982704374,-13.640848209332924,-165.63628852062033,472.16843376191326
wu028,2014-04-28 00:00:00,6838.354885065298,0.0018994804838189,91.10893905586438,9.84553935606998,48.49287354573486,132.80957378628844,-2.3374117142190167,-170.1994108236863,469.2369756547455
wu029,2014-05-01 00:00:00,6836.923605652128,0.0019721351978672,91.00491634134008,5.111959683011309,42.32744281259305,128.08429299863437,8.61858314492194,-174.7368519463438,467.75234687402286
wu030,2014-05-04 00:00:00,6832.401136197567,0.0022776435020247,90.66154986529276,0.4831476525828199,25.804999484360582,134.04283359310676,19.2405029796384,-179.28780355876296,467.57077912194376
wu031,2014-05-07 00:00:00,6825.608724216803,0.0028062838215156,90.1436837708114,356.0269292365992,5.331172259056181,144.25161593685283,29.54894454619496,176.1071849368044,468.37075921769525
wu032,2014-05-10 00:00:00,6817.639849718641,0.0035165630607354,89.53242171292449,351.78221811522417,345.814397258743,153.83331479711455,39.5047909502322,171.3981084007317,469.80867632871866
wu033,2014-05-16 00:00:00,6802.268172098972,0.0050837721846892,88.34806093174072,343.9154630503238,314.08367075830955,166.89847539303983,58.11908348692658,161.27250022869518,473.33199915390185
wu034,2014-05-19 00:00:00,6796.357982572215,0.0057341112393565,87.89200679349184,340.2241271649555,301.11295420188816,171.14781844265897,66.75794986841723,155.3354349411932,474.8649213319253
wu035,2014-05-22 00:00:00,6792.174390169667,0.0062000475887194,87.568769960838,336.6362048748122,289.17374955457143,174.64749677755614,75.05335935373813,147.53746561901207,475.9886153545873
wu036,2014-05-25 00:00:00,6789.872344191729,0.0064548053939278,87.39225841420752,333.1069111439425,277.8520668337099,177.77296468490275,82.9061595220384,131.7691216451462,476.618527508474
wu037,2014-05-28 00:00:00,6789.4634606071,0.0064977168433473,87.36252456967243,329.5925218416338,266.9412324499445,180.71465324161107,87.06685997469899,32.953836024995915,476.7599729130063
wu038,2014-05-31 00:00:00,6790.813840791079,0.006343505315827,87.47056787209509,326.055739788924,256.2920340139445,183.56959323412087,80.59893520182514,-18.560961028973264,476.4333405209165
wu039,2014-06-03 00:00:00,6793.730919495726,0.0060153059570025,87.70147950971534,322.461951010281,245.7477929251532,186.4925920125288,73.20825727890195,-29.93822712770769,475.70082994699385
wu040,2014-06-06 00:00:00,6797.911915516575,0.0055478397382958,88.03284947775708,318.785225562731,235.08318218104088,189.69219887775407,65.85566714553839,-36.84503195074404,474.6149737437088
wu041,2014-06-09 00:00:00,6802.964729522519,0.0049963740733345,88.43465674151543,315.00632410402505,224.1646063097009,193.32533702428248,58.63594788643954,-42.43819966167562,473.3120881287875
wu042,2014-06-12 00:00:00,6808.449857828526,0.0044173619867707,88.87143055474758,311.1154826704634,212.92697547034984,197.5222531986869,51.63134691054118,-47.46608604374098,471.9241539483583
wu043,2014-06-15 00:00:00,6813.948137906638,0.0038554665454683,89.3097820849127,307.1150421449969,201.45292883161147,202.2507317256045,44.90039167638117,-52.20020332484066,470.5461913940311
wu044,2014-06-18 00:00:00,6819.259640043865,0.0033345444165395,89.73032792854296,303.01485918136973,189.52376686238185,207.6648025135961,38.38414673216635,-56.77192482639853,469.2616156118168
wu045,2014-06-21 00:00:00,6824.1302315413695,0.002889961498058,90.1146294928349,298.8272722139664,177.2092927672522,213.6539683006946,32.045963519692215,-61.24330697172231,468.1822252049605
wu046,2014-06-24 00:00:00,6828.376779925833,0.0025395501654659,90.44749670678036,294.5656878025911,165.04647318615957,219.63695260185256,25.844713795037645,-65.64916139566044,467.4158614393687
wu047,2014-06-27 00:00:00,6831.8713355449,0.0022837783965544,90.7190598657922,290.2433846642167,153.79589774406034,224.8113223613128,19.740967827246088,-70.0126464473263,467.0110070458149
wu048,2014-06-30 00:00:00,6834.486440766136,0.0021074111810039,90.9210331415396,285.87664679166005,144.50547827330948,228.13939417800083,13.747105738261368,-74.3470145732464,466.9500766390264
wu049,2014-07-03 00:00:00,6836.112015301813,0.0020002366775352,91.04799880466491,281.486178613107,137.91781333130987,228.9408175571044,7.927468575826124,-78.6587074678515,467.1593248562906
wu050,2014-07-06 00:00:00,6836.716546936875,0.0019673473905314,91.10077917527236,277.09340687723994,134.64123135337397,226.67369905799617,2.3502750757911497,-82.9514572207879,467.654154711755
wu051,2014-07-09 00:00:00,6836.4074854955925,0.0020186894110978,91.085572109388,272.7164289832754,134.21639049633774,221.8495940940724,-2.930840791114096,-87.22840300200781,468.4278916679453
wu052,2014-07-12 00:00:00,6835.382095508402,0.0021575004407094,91.01451879967088,268.3689370514168,135.45004369024622,215.704432871788,-7.872153192535623,-91.49182435705286,469.4525489337472
wu053,2014-07-15 00:00:00,6833.8464764182,0.0023767061869271,90.90084677709908,264.0547343065071,136.95987154015626,209.5706095276524,-12.523274848565736,-95.74667302593733,470.6797766477568
wu054,2014-07-21 00:00:00,6829.499070696607,0.0030208621854808,90.56874049210404,255.52168902712063,138.09244893748257,199.6805575493379,-21.32725819561941,-104.2581058027141,473.4642301263129
wu055,2014-07-24 00:00:00,6826.780312504802,0.0034290627832561,90.3606662165762,251.3041477159977,137.55703285653885,195.9795262209174,-25.582698116868045,-108.52483429033352,474.9871891564261
wu056,2014-07-27 00:00:00,6823.821782199996,0.0038733705415749,90.1342571223827,247.12231649903268,136.51398532302136,192.88509246307564,-29.735687808479973,-112.80215759029127,476.5679084682716
wu057,2014-07-30 00:00:00,6820.736953289256,0.0043411934426836,89.89820516319828,242.9783796364761,135.00224267949886,190.40456808344257,-33.73946344992614,-117.08998781785762,478.1828951633498
wu058,2014-08-02 00:00:00,6817.630009662253,0.0048121560757367,89.66141514124266,238.8716811376049,133.08770276336767,188.5286957881434,-37.53711038470615,-121.38777338041076,479.7444927085331
wu059,2014-08-05 00:00:00,6814.649046177222,0.0052557115772347,89.43577644188883,234.79917007694056,130.96906998723847,187.16399636142484,-41.02340482648583,-125.68970942349104,481.1353397190944
wu060,2014-08-08 00:00:00,6811.913923801906,0.0056574418370674,89.22861938152107,230.7543071535583,128.81119659500467,186.16203103314533,-44.18252205436922,-129.99192650649468,482.35926385258136
wu061,2014-08-11 00:00:00,6809.438002290412,0.0060154053981963,89.03996041723724,226.73062385840825,126.7194571715416,185.35083809159087,-47.08168296791802,-134.29684430410134,483.4386877910961
wu062,2014-08-14 00:00:00,6807.159235396147,0.0063467213244781,88.865348304426,222.7238522194111,124.70809227465212,184.6474946094309,-49.78995029208763,-138.61169856529438,484.448166353764
wu063,2014-08-17 00:00:00,6805.035071728084,0.0066586691146045,88.70217559180585,218.73113887592947,122.7611001760086,184.03084163245853,-52.344698898332034,-142.94235856655803,485.40283233975526
wu064,2014-08-20 00:00:00,6803.06661685773,0.0069467980666192,88.55164833853762,214.7493935485001,120.85337911260218,183.5184031506929,-54.75378163983089,-147.29005751886902,486.27101806803887
wu065,2014-08-23 00:00:00,6801.311931397907,0.0071985197923423,88.41901524041093,210.77432437178388,119.02990373948322,183.12868977670192,-56.954434716883135,-151.643983584989,487.0017360839415
wu066,2014-08-26 00:00:00,6799.793558967037,0.007412589637774,88.30535818348632,206.80189268940887,117.3563211754226,182.8205952996244,-58.92283748201035,-155.99628722775012,487.6067913440503
wu067,2014-08-29 00:00:00,6798.486823937463,0.0075862946026371,88.21066750739871,202.82746031517124,115.94074300430412,182.52954714272835,-60.61631785860625,-160.33518451211236,488.0379442336625
wu068,2014-09-01 00:00:00,6797.455844821199,0.0077242865038136,88.13675095730561,198.8454659990464,114.84986941670668,182.255703313897,-61.969278198452656,-164.63810152582258,488.3777411089949
wu069,2014-09-04 00:00:00,6796.653692684871,0.0078330326553699,88.08026175324692,194.8552609009171,114.01906040118904,182.0095418224864,-63.03617366664234,-168.90128313169927,488.64791121964527
wu070,2014-09-07 00:00:00,6796.068798633532,0.0079085696775588,88.0407112689303,190.85509986369573,113.41820847543602,181.8185746339488,-63.82016783148945,-173.11258288505948,488.8159355271142
wu071,2014-09-10 00:00:00,6795.692723071171,0.0079497160249424,88.01829823334397,186.84192255194387,113.1005065503883,181.67616481163435,-64.27555195529304,-177.25325613992842,488.85684147697503
wu072,2014-09-13 00:00:00,6795.508419013181,0.0079613053137004,88.01314113612716,182.8132553124157,113.10410549629304,181.5806940821996,-64.36639291142423,178.69065838108827,488.7810553637045
wu073,2014-09-16 00:00:00,6795.623393826989,0.0079286918587601,88.03091763992404,178.76507077357925,113.53866713416824,181.51070518913943,-64.00557290359637,174.74464967932977,488.57208035702166
wu074,2014-09-19 00:00:00,6795.996241496007,0.0078635447836767,88.06787645146225,174.70260456299022,114.30645440431124,181.45697784555907,-63.29875141350808,170.8784502097348,488.297299535905
wu075,2014-09-22 00:00:00,6796.627161330134,0.0077624200144965,88.12496276592616,170.62664221160904,115.38754104669007,181.45331590411777,-62.23162195103667,167.08191633564036,487.9206348098619
wu076,2014-09-25 00:00:00,6797.4895820515385,0.0076253542463167,88.20009816344682,166.5408908237704,116.70533746137625,181.53650971046795,-60.84284948319803,163.32987788316854,487.4191046911022
wu077,2014-09-28 00:00:00,6798.637922006656,0.0074404664524646,88.29922309270688,162.4457518936999,118.32341849446236,181.7167499865674,-59.05850019657572,159.6223149525169,486.7330321815051
wu078,2014-10-01 00:00:00,6800.16628849252,0.0071969870132523,88.42938017348806,158.34390451907734,120.27676033144954,182.0172821613237,-56.81971261368501,155.9537683020105,485.8515596875912
wu079,2014-10-04 00:00:00,6802.170287993148,0.0068793489577014,88.59707370966618,154.2408071238977,122.62155921662526,182.4371116521326,-54.07016724716793,152.3145141321217,484.7313069683146
wu080,2014-10-07 00:00:00,6804.655640794957,0.0064916113151086,88.80203548048051,150.14627626197756,125.2860966429361,183.0304836747607,-50.8254997783454,148.6834017648189,483.397438731418
wu081,2014-10-10 00:00:00,6807.571163269054,0.0060355325795825,89.04055331293164,146.07188519337802,128.16642846615323,183.85700540902977,-47.12820769777921,145.04337012958854,481.8205036124829
wu082,2014-10-13 00:00:00,6810.9235438931,0.0055088000627656,89.310886096164,142.0295541339177,131.11093943480117,185.05568434892027,-42.98948194377103,141.39001777862185,479.9984076844426
wu083,2014-10-16 00:00:00,6814.5577005294745,0.0049286521322043,89.60366618752488,138.03105994690722,133.88375298237577,186.7881921165481,-38.48231816656632,137.7170008674889,477.93760403361824
wu084,2014-10-19 00:00:00,6818.44303025012,0.0043089950847702,89.91357890308325,134.08798307367175,136.2605983613552,189.34606477791883,-33.538670320745496,134.030254471802,475.697910071481
wu085,2014-10-22 00:00:00,6822.337515441683,0.0036776702690393,90.22554248956504,130.2108335342984,137.95790290776804,193.0000803373887,-28.17078252260822,130.3302187500895,473.2773213085644
wu086,2014-10-25 00:00:00,6826.083567591364,0.0030734154767228,90.52520956816576,126.4105636324391,138.40059611665538,198.3930080064751,-22.3106548869594,126.62424276227028,470.788520567514
wu087,2014-10-28 00:00:00,6829.386717626538,0.002545594568584,90.79087812986556,122.69440561637292,137.07024351604812,206.07818740339184,-15.923467719020731,122.9182972531308,468.31591889295913
wu088,2014-10-31 00:00:00,6831.892604535353,0.0021559991288788,90.99321652733978,119.0626808465526,134.02810156060377,216.0282526807977,-8.975975673491403,119.21839783112932,466.0170977091343
wu089,2014-11-03 00:00:00,6833.134993981141,0.0019547259671435,91.09531474273057,115.49658652433033,131.35549574777167,226.0612161237892,-1.5708764512523814,115.5263921049642,464.0953460418936
wu090,2014-11-06 00:00:00,6832.664768468225,0.0019324344481603,91.06881538062808,111.9670303170374,133.16385743349923,232.02086850909245,6.244679038712557,111.85090673189114,462.701027257992
wu091,2014-11-09 00:00:00,6830.258948007418,0.0020496137247361,90.89508632894838,108.43877906939446,142.1152431029772,231.29323802169344,14.51621642731961,108.20874288323198,461.996524790532
wu092,2014-11-12 00:00:00,6825.833448662637,0.0023181288714718,90.56509913109008,104.86266584018644,157.62853005309228,224.4648718386157,23.244976053893737,104.6219396100412,462.08101738742
wu093,2014-11-15 00:00:00,6819.510578245991,0.0027932021899555,90.08522519019384,101.18179711230589,176.70407551576548,214.5521580542052,32.44142004423629,101.12870205165623,462.9704839420151
wu094,2014-11-18 00:00:00,6811.603893884393,0.0035054747437739,89.48340305903729,97.33691382566806,196.2476853969609,204.69159609728763,42.13856585029039,97.80248643141708,464.5531004119581
wu095,2014-11-21 00:00:00,6802.93007183804,0.004389753944539,88.81675725520411,93.2744234639654,214.6222504024375,196.5488042849811,52.35168226584056,94.80056992178936,466.6230652478123
wu096,2014-11-24 00:00:00,6794.589782280996,0.0053103294869145,88.17247523606879,88.96149198149989,231.7658603098337,190.18752976824985,63.06393265379506,92.54155997451844,468.81489076679946
wu097,2014-11-27 00:00:00,6787.914017975631,0.0060858229945123,87.65643835491021,84.40230476997844,248.1604230472801,185.11989365466985,74.22699217928766,92.68507301841724,470.6491414842597
wu098,2014-11-30 00:00:00,6784.205130944341,0.0065428901385768,87.37428086927095,79.6474183231221,264.43495113584976,180.7523310505747,85.41801599699659,114.3225586737567,471.6915568445111
wu099,2014-12-03 00:00:00,6784.539366162163,0.0065310293286031,87.41437743792689,74.80179765709298,281.1245518359633,176.56476154457457,80.97097768321163,-121.61039048282116,471.5360852360428
wu100,2014-12-06 00:00:00,6789.460299542002,0.0059794088396063,87.81653767992054,70.02055338287812,298.8598710139246,171.89511751506345,68.24226053400356,-115.42991830388056,470.0413379370179
wu101,2014-12-09 00:00:00,6798.483875157011,0.0049628322646802,88.53653994513571,65.47968502609189,318.4245349476216,165.88919503526833,54.80627904113727,-116.5850334334544,467.4519061526731
wu102,2014-12-12 00:00:00,6809.878115166733,0.0037282467861932,89.43730190357743,61.32515530657301,341.05153347257385,157.27608013046225,40.82448686268495,-119.1589975430748,464.4199999712381
wu103,2014-12-15 00:00:00,6820.952936879311,0.0026326225450712,90.31323022541648,57.6258530590796,7.82795395061349,145.00072943188297,26.290107555147227,-122.22096863252068,461.8632254676093
wu104,2014-12-18 00:00:00,6828.770771890655,0.0019648318293792,90.93248610605792,54.34580817333754,34.05148629235261,133.90319954752417,11.088518283189574,-125.47280874509369,460.8816362931831
wu105,2014-12-21 00:00:00,6830.548913386861,0.0018483124730414,91.0826005689187,51.31740757159351,43.38003985093326,140.35591721136845,-4.787165172773696,-128.77261491674653,462.4149020898938
wu106,2014-12-24 00:00:00,6824.801082030484,0.0026612591892445,90.654382520118,48.25423329746788,39.081728867633714,161.14436906747656,-21.367379463358382,-131.99974975300364,466.7701819822453
wu107,2014-12-27 00:00:00,6812.631813080784,0.0045194751167011,89.72230535009271,44.81154471811202,44.34493264187578,173.02547594685166,-38.56442197581803,-134.9675033304477,473.39075903576713
wu108,2014-12-30 00:00:00,6797.926894699782,0.0067735554896366,88.58286606309046,40.726624670709846,57.6343369271338,177.41386627375036,-56.20647124590613,-137.16649248676453,480.55792072637286
wu109,2015-01-02 00:00:00,6786.14739249563,0.0085757459649162,87.66462707490005,35.96348283750738,74.24748614131722,178.96611575149393,-74.15767326121139,-135.82108239345297,485.9949075339371
wu110,2015-01-05 00:00:00,6782.201980149079,0.0091919606303714,87.35688721997003,30.77117451734421,92.10539999801712,179.66678865126136,-86.1808432145589,-12.66459224770603,487.7006136027612
wu111,2015-01-08 00:00:00,6788.051495267799,0.0083158044430823,87.82638911406754,25.60340677052254,110.20095271252907,180.58825022319127,-68.21354942194534,20.18546105195886,484.7669083631001
wu112,2015-01-11 00:00:00,6801.855645988921,0.0062066970092265,88.92252259167866,20.9595095450142,127.17432070014203,183.1118063689254,-48.86067611238101,19.73215916415713,477.91759348442406
wu113,2015-01-14 00:00:00,6817.835957409251,0.0037188607226076,90.18204652003702,17.158282656729806,138.9486092643055,191.31007870018112,-28.87175087116053,17.257368318586156,469.4224262850396
wu114,2015-01-17 00:00:00,6828.307625579897,0.0021118060169652,91.00621897392936,14.14485009698656,136.39591469602598,214.37271467034145,-8.25872304193338,14.289819364582533,462.3538478970192
wu115,2015-01-20 00:00:00,6827.459601331047,0.0020548072848144,90.94513969208028,11.448299695981552,142.31445663420962,229.4262157624064,12.839682465206597,11.234463361085608,459.2873744321875
wu116,2015-01-23 00:00:00,6814.9853446536,0.0030161976109141,89.98222526227184,8.376826850432446,180.08577928644547,212.982746046466,34.25887424621708,8.389652794279959,460.6117188266721
wu117,2015-01-26 00:00:00,6797.171612362991,0.0047352297596571,88.59809587402299,4.390287614602254,218.7366976971031,196.0106389557972,55.91224291394743,6.451515555448895,464.4330458074212
wu118,2015-01-29 00:00:00,6783.670337095034,0.0061674700505311,87.54791035448551,359.41900766533536,251.42425894510444,185.39975660147988,77.68073610418189,10.661376283132508,467.518527267118
wu119,2015-02-01 00:00:00,6782.2958532574285,0.0062754134088876,87.45392789677949,353.9521904497444,282.5467823584749,176.82301028961453,79.36781610098456,160.33094195749447,467.3506629953338
wu120,2015-02-04 00:00:00,6794.532925502157,0.0048954417183643,88.42747153010924,348.82249760404267,316.3847738747178,166.02357736063462,56.70008620665053,166.44037204830494,463.71359977420326
wu121,2015-02-07 00:00:00,6813.50155784669,0.003027389911631,89.9207257688164,344.7391800712013,358.80761848453943,147.12526488757507,33.207464158197546,164.68681623468163,459.2503067803765
wu122,2015-02-10 00:00:00,6827.117060902853,0.0020280679583039,90.98461012391122,341.79555533421,42.336188579239774,127.64315285069492,9.051458075102907,161.95123541267023,458.13956666245775
wu123,2015-02-13 00:00:00,6825.478923906974,0.0023891171340285,90.86688868874234,339.3096918147172,43.85044691515525,150.67956201995554,-15.643173736366196,159.06875578334788,463.2355591673181
wu124,2015-02-16 00:00:00,6808.870339327757,0.0049493228612083,89.59187007818335,336.20302439814714,46.62936736589281,172.81199597180282,-40.63711547884289,156.55211443771134,473.26851053727046
wu125,2015-02-19 00:00:00,6788.855430105329,0.0080315476061784,88.03554028064657,331.7708144391512,66.1283645481681,178.615121753273,-65.82088709824575,156.1274867774208,483.0236061059591
wu126,2015-02-22 00:00:00,6780.149198333457,0.0093217814354433,87.35156282847926,326.24810059544313,90.09262072293546,180.4134858771753,-86.96274784777403,-93.83562746870804,486.529098105412
wu127,2015-02-25 00:00:00,6789.61532931516,0.0078035148893199,88.1043476605346,320.7361554212755,114.35217491264356,182.28216929087952,-62.43426334231684,-42.878567610617615,481.1561057980452
wu128,2015-02-28 00:00:00,6810.464606855401,0.0045161157565576,89.74935774124992,316.39872806856823,134.24931979190825,188.84126958917523,-36.05869491457959,-43.78350629337984,470.0000615446828
wu129,2015-03-03 00:00:00,6826.219647663246,0.0020638729445381,90.98305587361205,313.51546872478986,134.57265200887923,215.3464087352336,-9.112744797466911,-46.32801705418593,459.94944095587823
wu130,2015-03-06 00:00:00,6823.281279590478,0.002110437572932,90.76339898209432,311.17997958615723,150.40561721778082,226.82463402463148,18.359583620305663,-49.071421931096495,456.89911084830106
wu131,2015-03-09 00:00:00,6803.370304835607,0.0038913644227353,89.21881967384279,307.9498818700966,204.1319590415451,200.82568037047508,46.15534705606404,-51.24055556319824,460.8776898340862
wu132,2015-03-12 00:00:00,6783.455176942064,0.0060969787327584,87.66091398818088,303.0747526147969,247.30245044873885,185.83411351639785,74.08726747856389,-48.7353790854383,466.15150797232894
wu133,2015-03-15 00:00:00,6781.288000418262,0.0063569284341378,87.50124225435324,297.252714257688,285.8713980943337,175.85528170524623,77.08944173645033,106.34190137017264,466.5126968901651
wu134,2015-03-18 00:00:00,6799.295431258588,0.0043328185074439,88.92768697882207,292.10669388252984,328.2392424078861,162.35518439972506,48.548520525046655,110.89858018739665,461.3543100146847
wu135,2015-03-21 00:00:00,6821.258740722187,0.002238114608673,90.6449378468338,288.70605420769533,23.19615668256729,136.7248139565173,19.16485228429672,108.92838106198356,456.6967203728464
wu136,2015-03-24 00:00:00,6825.562120935666,0.0020359853467966,90.986011057121,286.4869562167544,43.85716117139644,145.7316259983156,-10.675237345172135,106.3024369885102,459.7678481284557
wu137,2015-03-27 00:00:00,6807.200947709428,0.0048451266314736,89.57103834339568,283.6732226175727,46.57773677746416,173.00856782949347,-40.78269841342543,104.04197420131318,470.95163362485545
wu138,2015-03-30 00:00:00,6784.312918651066,0.0083818775522548,87.78064133529924,278.9932541039197,71.50406435971021,178.5235768156724,-71.03155376273328,105.4302677050234,482.1571481167041
wu139,2015-04-02 00:00:00,6780.363342094942,0.0090168632204158,87.47982470352181,273.0404194121073,101.05649343998896,179.9782020732575,-77.76434550175462,-98.60138341583531,483.7806475664526
wu140,2015-04-05 00:00:00,6800.2066275196585,0.0059965717505658,89.05251481424189,267.832808307377,128.9179567661597,183.56174300349576,-46.67095138058717,-93.16676489422738,473.9945896894401
wu141,2015-04-08 00:00:00,6822.76059781802,0.0025054670520107,90.81769785853864,264.6866370372484,139.60221118685396,204.7407829522802,-14.7210534575408,-95.10017112005876,461.3821421072138
wu142,2015-04-11 00:00:00,6822.1673604557245,0.0022694036642281,90.77838170475228,262.64630104299937,150.64570857522648,225.9944557201965,17.766478482676366,-97.60119517011675,456.54459688271766
wu143,2015-04-14 00:00:00,6798.17556499344,0.0043965902844838,88.92180634229148,259.42407764235026,209.74545870600065,199.68496595584,50.6182959807547,-99.26894830120985,460.7204502750337
wu144,2015-04-17 00:00:00,6778.723345904401,0.0063977815186666,87.40023851323143,253.99901244844568,259.07598682770026,183.70222086501127,83.32198905910572,-83.32242555467836,464.9085503055556
wu145,2015-04-20 00:00:00,6787.397199556567,0.0053056356398925,88.09723610927593,247.9889119293031,306.88444122003693,169.86211686792842,62.31702239328413,64.37870952669165,461.5602309610406
wu146,2015-04-23 00:00:00,6814.264673153425,0.0026380584004845,90.21215847148484,243.8672434760596,9.973542034341698,141.1933364570377,27.956676045509862,63.9784933037114,454.9908417302184
wu147,2015-04-26 00:00:00,6824.795066279432,0.0020446407130989,91.04564622228982,241.8041778193443,49.93702858286357,136.2162233508669,-7.220170177503148,61.67265341067325,457.2258253468685
wu148,2015-04-29 00:00:00,6804.224299413838,0.0052247078889148,89.44617616437301,239.2254646850492,49.428888529153625,172.09356187647256,-42.71908601215382,59.734771530617664,471.1823210430164
wu149,2015-05-02 00:00:00,6779.715583654733,0.0090816130140345,87.52623047481494,234.1257785359188,78.3510328780841,178.93345704343537,-78.11953227137161,65.90706340189837,483.6298783381339
wu150,2015-05-05 00:00:00,6784.747966405445,0.0083005308231603,87.93819646177988,227.90761044470088,111.65485351767111,181.7692122824893,-65.61055703828654,-136.62080902139655,480.5824804276852
wu151,2015-05-08 00:00:00,6812.880709798185,0.0038530869021674,90.150095326095,223.60582393025004,135.9551608901167,193.89089446467904,-29.28497011214393,-136.31119704333048,465.1920952869849
wu152,2015-05-11 00:00:00,6824.235137918831,0.0020195510478445,91.03713129038675,221.629841200765,132.78443261559156,233.96139132322344,7.817057085858182,-138.51151363947977,454.3802406721618
